"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","php","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","sed","smi","alz","ptsd","tbi","ya","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","supem","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","snr","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanz_fluox","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","fep","aot","msnh","ipsy","shp","vahc","mmd","antpych","mprep","aims","fed","sotp","dea","mhc","samhsa","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Elm Tree Clinic","","12 Wood Street","Suite 2","Lowell","MA","01851","","Middlesex","833-356-8733","https://www.elmtreeclinic.com","42.6344762","-71.3552775","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mindgrove Health","","20 Cabot Boulevard","Suite 300","Mansfield","MA","02048","","Bristol","781-202-1565","https://www.mindgrovehealth.com","42.0279805","-71.2442618","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","1","","1","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","1","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lawrence Comprehensive Treatment","Center","10 Embankment Street","","Lawrence","MA","01841","","Essex","978-687-6300 x200","https://www.ctcprograms.com/location/lawrence-comprehensive-treatment-center/","42.7027201","-71.1689256","SU","","1","","1","","1","","","1","","","1","","","","","1","","1","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","1","","","1","1","","1","1","1","","1","1","1","","","1","1","1","1","","","1","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"Psychological Center","Pegasus House","482 Lowell Street","","Lawrence","MA","01841","","Essex","978-687-4257","https://www.psychologicalcenter.com","42.7019548","-71.1794731","SU","","1","","","","1","","1","1","1","","","1","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","1","1","","1","","1","","","1","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","1","1","1","1","1","","1","1","","1","1","1","","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","","","","1","1","","1","","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","","","1","1","","","","1","","","1","","1","1","1","1","1","","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Psychological Center","Pegasus House","482 Lowell Street","","Lawrence","MA","01841","","Essex","978-687-4257","https://www.psychologicalcenter.com","42.7019548","-71.1794731","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","1","1","1","","1","","","1","1","1","1","1","1","1","1","","","","","","1","1","","","","","","1","","1","1","","","1","","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","1","","","","",""
"Tower Hill Recovery Home","","611 Lowell Street","","Lawrence","MA","01841","","Essex","978-655-8752","https://lowellhouseinc.org","42.7008957","-71.1852232","SU","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","","","","1","1","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","","","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","1","1","","","","1","","","1","1","","","1","","","1","","","1","","","1","1","1","","","","1","1","1","","","","1","","1","1","1","1","1","","1","1","","","","","","","","","","","1","","1","","","","","","1","","1","","1","","","","","","1","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Tower Hill Recovery Home","","611 Lowell Street","","Lawrence","MA","01841","","Essex","978-655-8752","https://lowellhouseinc.org","42.7008957","-71.1852232","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","1","","1","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Advocates Community Counseling","Marlborough","340 Maple Street","4th Floor","Marlborough","MA","01752","","Middlesex","508-485-9300","https://www.advocates.org","42.3358223","-71.5411446","SU","","1","","","","","","","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","1","","","1","","1","","","1","1","1","1","1","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","1","1","","1","1","","","","1","","","","","","","1","1","1","1","1","","1","","1","1","","","1","","","","","","1","1","1","","1","","","1","","1","1","","1","1","1","","1","1","1","","1","","1","1","1","","1","1","1","","","1","1","","1","","1","","1","1","","","1","1","1","","","1","","","1","1","1","1","1","1","","","","1","1","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","1","1","","","","","1","","","","","1","1","","","","","","","","","","1","","","","",""
"Advocates Community Counseling","Marlborough","340 Maple Street","4th Floor","Marlborough","MA","01752","","Middlesex","508-485-9300","https://www.advocates.org","42.3358223","-71.5411446","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","","","","","","1","","","1","","1","","1","1","1","1","1","1","1","1","","","","","1","1","","","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","","","1","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","","1","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","1","","","","","1","1","","","","","","","","","","1","","","","",""
"JRI Lawrence","Behavioral Health Center","15 Union Street","Suite 215","Lawrence","MA","01840","","Essex","978-682-7289","https://www.jri.org","42.708399","-71.1531139","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","1","","","","","","","","","","","","","1","1","1","","","","","","","","","","","1","","","1","","","1","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","1","","","1","","","","","","","","","","1","","","","",""
"JRI Lawrence","Behavioral Health Center","15 Union Street","Suite 215","Lawrence","MA","01840","","Essex","978-682-7289","https://www.jri.org","42.708399","-71.1531139","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","","1","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","","","","1","1","","","","","","","","","1","1","","","1","","","","","1","","","1","","","","","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","",""
